text,symptoms
"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,toxic_look_(typhos),belly_pain","['chills', 'vomiting', 'fatigue', 'high fever', 'headache', 'nausea', 'constipation', 'abdominal pain', 'toxic look (typhos)', 'belly pain']"
"I've been having headaches and chest pain for a few days now, and today I also started to feel dizzy and lightheaded.","[""i've headaches chest pain days now"", ' today started feel dizzy lightheaded']"
"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation","['fatigue', 'weight gain', 'cold hands and feets', 'mood swings', 'lethargy', 'dizziness', 'puffy face and eyes', 'enlarged thyroid', 'brittle nails', 'swollen extremeties', 'depression', 'irritability', 'abnormal menstruation']"
"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding","['joint pain', 'vomiting', 'fatigue', 'high fever', 'yellowish skin', 'dark urine', 'nausea', 'loss of appetite', 'abdominal pain', 'yellowing of eyes', 'acute liver failure', 'coma', 'stomach bleeding']"
"During a hot flash, you might have:  A sudden feeling of warmth spreading through your chest, neck and face A flushed appearance with red, blotchy skin Rapid heartbeat Perspiration, mostly on your upper body A chilled feeling as the hot flash lets up Feelings of anxiety  The frequency and intensity of hot flashes vary among women. A single episode may last a minute or two — or as long as 5 minutes. Hot flashes may be mild or so intense that they disrupt daily activities. They can happen at any time of day or night. Nighttime hot flashes (night sweats) may wake you from sleep and can cause long-term sleep disruptions. How often hot flashes occur varies among women, but most women who report having hot flashes experience them daily. On average, hot flash symptoms persist for more than seven years. Some women have them for more than 10 years.","['hot flash', ' have:  sudden feeling warmth spreading chest', ' neck face flushed appearance red', ' blotchy skin rapid heartbeat perspiration', ' upper body chilled feeling hot flash lets feelings anxiety  frequency intensity hot flashes vary women', ' single episode may last minute — long 5 minutes', ' hot flashes may mild intense disrupt daily activities', ' can happen time day night', ' nighttime hot flashes (night sweats) may wake sleep can cause long-term sleep disruptions', ' hot flashes occur varies women', ' women who report hot flashes experience daily', ' average', ' hot flash symptoms persist years', ' women 10 years']"
"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum","['fatigue', 'cough', 'high fever', 'breathlessness', 'family history', 'mucoid sputum']"
"stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain","['stomach pain', 'acidity', 'ulcers on tongue', 'cough', 'chest pain']"
"chills,vomiting,high_fever,headache,nausea,diarrhoea,muscle_pain","['chills', 'vomiting', 'high fever', 'headache', 'nausea', 'diarrhoea', 'muscle pain']"
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,irritability,visual_disturbances","['acidity', 'indigestion', 'headache', 'blurred and distorted vision', 'excessive hunger', 'stiff neck', 'irritability', 'visual disturbances']"
"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails","['skin rash', 'joint pain', 'skin peeling', 'silver like dusting', 'small dents in nails', 'inflammatory nails']"
"vomiting,sunken_eyes,dehydration,diarrhoea","['vomiting', 'sunken eyes', 'dehydration', 'diarrhoea']"
"I have been experiencing itching on my skin, which often leads to a rash. I also have some strange patches of skin that are a different color than the rest of my skin, and I frequently get little lumps that look like nodules.","['experiencing itching skin', ' leads rash', ' strange patches skin color rest skin', ' frequently little lumps look like nodules']"
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","['joint pain', 'vomiting', 'yellowish skin', 'dark urine', 'nausea', 'loss of appetite', 'diarrhoea', 'mild fever', 'yellowing of eyes', 'muscle pain']"
"joint_pain,vomiting,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","['joint pain', 'vomiting', 'dark urine', 'nausea', 'loss of appetite', 'abdominal pain', 'diarrhoea', 'mild fever', 'yellowing of eyes', 'muscle pain']"
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances","['acidity', 'indigestion', 'headache', 'blurred and distorted vision', 'excessive hunger', 'stiff neck', 'depression', 'irritability', 'visual disturbances']"
"fatigue,cramps,bruising,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf","['fatigue', 'cramps', 'bruising', 'swollen legs', 'swollen blood vessels', 'prominent veins on calf']"
"itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes","['itching', 'vomiting', 'yellowish skin', 'nausea', 'loss of appetite', 'abdominal pain', 'yellowing of eyes']"
"I've been having trouble seeing things clearly, and it seems to be getting worse. I'm also always tired and worn out, and I sometimes get dizzy and lightheaded.","[""i've trouble seeing clearly"", ' worse', "" i'm tired worn out"", ' dizzy lightheaded']"
"The main sign of placenta previa is bright red vaginal bleeding, usually without pain, after 20 weeks of pregnancy. Sometimes, spotting happens before an event with more blood loss. The bleeding may occur with prelabor contractions of the uterus that cause pain. The bleeding may also be triggered by sex or during a medical exam. For some women, bleeding may not occur until labor. Often there is no clear event that leads to bleeding.","['sign placenta previa bright red vaginal bleeding', ' pain', ' 20 weeks pregnancy', ' sometimes', ' spotting happens event blood loss', ' bleeding may occur prelabor contractions uterus cause pain', ' bleeding may triggered sex medical exam', ' women', ' bleeding may occur labor', ' clear event leads bleeding']"
I have a feeling of tremors and muscle twitching. I have decreased sense of smell or taste and I feel fatigued. Sometimes I have a feeling of rapid hearbeat or palipatations. I also have a feeling of thirst and I urinate frequently.,"['feeling tremors muscle twitching', ' decreased sense smell taste feel fatigued', ' feeling rapid hearbeat palipatations', ' feeling thirst urinate frequently']"
"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking","['muscle weakness', 'stiff neck', 'swelling joints', 'movement stiffness', 'painful walking']"
"vomiting,yellowish_skin,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload","['vomiting', 'yellowish skin', 'abdominal pain', 'swelling of stomach', 'distention of abdomen', 'history of alcohol consumption', 'fluid overload']"
"Plantar wart signs and symptoms include:  A small, rough growth on the bottom of your foot, usually at the base of the toes or on the ball or heel On brown and Black skin, the growth may be lighter than unaffected skin Hard, thickened skin (callus) over a spot on the skin, where a wart has grown inward Black pinpoints, which are small clotted blood vessels commonly called wart seeds A cluster of growths on the sole of the foot (mosaic warts) A growth that interrupts the normal lines and ridges in the skin of your foot Pain or tenderness when walking or standing","['plantar wart signs symptoms include:  small', ' rough growth bottom foot', ' base toes ball heel brown black skin', ' growth may lighter unaffected skin hard', ' thickened skin (callus) spot skin', ' wart grown black pinpoints', ' small clotted blood vessels commonly called wart seeds cluster growths sole foot (mosaic warts) growth interrupts normal lines ridges skin foot pain tenderness walking standing ']"
"chills,fatigue,cough,high_fever,breathlessness,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum","['chills', 'fatigue', 'cough', 'high fever', 'breathlessness', 'malaise', 'phlegm', 'chest pain', 'fast heart rate', 'rusty sputum']"
"The signs and symptoms of interstitial cystitis vary from person to person. If you have interstitial cystitis, your symptoms may also vary over time, periodically flaring in response to common triggers, such as menstruation, sitting for a long time, stress, exercise and sexual activity. Interstitial cystitis signs and symptoms include:  Pain in your pelvis or between the vagina and anus in women Pain between the scrotum and anus (perineum) in men Chronic pelvic pain A persistent, urgent need to urinate Frequent urination, often of small amounts, throughout the day and night (up to 60 times a day) Pain or discomfort while the bladder fills and relief after urinating Pain during sex  Symptoms severity is different for everyone, and some people may experience symptom-free periods. Although signs and symptoms of interstitial cystitis may resemble those of a chronic urinary tract infection, there's usually no infection. However, symptoms may worsen if a person with interstitial cystitis gets a urinary tract infection.","['signs symptoms interstitial cystitis vary person person', ' interstitial cystitis', ' symptoms may vary time', ' periodically flaring response common triggers', ' menstruation', ' sitting long time', ' stress', ' exercise sexual activity', ' interstitial cystitis signs symptoms include:  pain pelvis vagina anus women pain scrotum anus (perineum) men chronic pelvic pain persistent', ' urgent need urinate frequent urination', ' small amounts', ' day night (up 60 times day) pain discomfort bladder fills relief urinating pain sex  symptoms severity everyone', ' people may experience symptom-free periods', ' signs symptoms interstitial cystitis may resemble chronic urinary tract infection', "" there's infection"", ' however', ' symptoms may worsen person interstitial cystitis urinary tract infection']"
